3073|3073-20220906130000|20220906|1300|0040|||||||||||||||||||||
3073|3073-20220906134000|20220906|1340|0025|||||||||||||||||||||
3073|3073-20220906140500|20220906|1405|0055|||||||||||||||||||||
3073|3073-20220906150000|20220906|1500|0100|||||||||||||||||||||
3073|3073-20220906160000|20220906|1600|0130|||||||||||||||||||||
3073|3073-20220906173000|20220906|1730|0040|||||||||||||||||||||
3073|3073-20220906181000|20220906|1810|0050|||||||||||||||||||||
3073|3073-20220906190000|20220906|1900|0100|||||||||||||||||||||
3073|3073-20220906200000|20220906|2000|0200|||||||||||||||||||||
3073|3073-20220906220000|20220906|2200|0035|||||||||||||||||||||
3073|3073-20220906223500|20220906|2235|0040|||||||||||||||||||||
3073|3073-20220906231500|20220906|2315|0145|||||||||||||||||||||
3073|3073-20220907010000|20220907|0100|0035|||||||||||||||||||||
3073|3073-20220907013500|20220907|0135|0150|||||||||||||||||||||
3073|3073-20220907032500|20220907|0325|0100|||||||||||||||||||||
3073|3073-20220907042500|20220907|0425|0035|||||||||||||||||||||
3073|3073-20220907050000|20220907|0500|0300|||||||||||||||||||||
3073|3073-20220907080000|20220907|0800|0200|||||||||||||||||||||
3073|3073-20220907100000|20220907|1000|0045|||||||||||||||||||||
3073|3073-20220907104500|20220907|1045|0215|||||||||||||||||||||
3073|3073-20220907130000|20220907|1300|0040|||||||||||||||||||||
3073|3073-20220907134000|20220907|1340|0025|||||||||||||||||||||
3073|3073-20220907140500|20220907|1405|0055|||||||||||||||||||||
3073|3073-20220907150000|20220907|1500|0100|||||||||||||||||||||
3073|3073-20220907160000|20220907|1600|0130|||||||||||||||||||||
3073|3073-20220907173000|20220907|1730|0040|||||||||||||||||||||
3073|3073-20220907181000|20220907|1810|0050|||||||||||||||||||||
3073|3073-20220907190000|20220907|1900|0130|||||||||||||||||||||
3073|3073-20220907203000|20220907|2030|0100|||||||||||||||||||||
3073|3073-20220907213000|20220907|2130|0030|||||||||||||||||||||
3073|3073-20220907220000|20220907|2200|0035|||||||||||||||||||||
3073|3073-20220907223500|20220907|2235|0040|||||||||||||||||||||
3073|3073-20220907231500|20220907|2315|0145|||||||||||||||||||||
3073|3073-20220908010000|20220908|0100|0035|||||||||||||||||||||
3073|3073-20220908013500|20220908|0135|0150|||||||||||||||||||||
