3081-20220910112000|Jo vetem mode|||Gjithçka përtej modës nga Orinda Huta. Nje zbulim i vazhdueshëm i gjithçkaje të bukur që na rrethon. Një takim me artizanë, artistë, arkitektë, historianë, politikanë, sportistë, stilistë vjen plot hijeshi nëpërmjet objektivit të "Jo vetëm modë". Kushdo që ka diçka për të thënë, mund të jetë pjesë e këtij programi, mjafton të frymëzojë me historinë e tij për një jetë më të bukur e me stil. ||||||||||||||||||||||||||||||||||||||
3081-20220910123000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220910133000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220910140500|Pendimi|||Jeta e Zejnep shkaterrohet kur vajza e saj Elif rrembehet... Se bashku me dedektivin Sinan ajo nis nje kalvar te gjate perpjekjesh per gjetjen e vajzes se humbur. Teksa martesa e saj u shkaterrua, per 5 vite me rradhe, lotet e nje nene dhe shpresa per te gjetur vajzen e saj, nuk shterruan kurre...||||||||||||||||||||||||||||||||||||||
3081-20220910150000|Rudina |||Një e show argëtues dhe informativ nga Rudina Magjistari, që e shoqeron çdo pasdite familjet shqiptare me të e ftuar të e shumtë e VIP, por dhe njerez të e thjeshte me historitë e e tyre personale.||||||||||||||||||||||||||||||||||||||
3081-20220910162000|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220910173000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220910180500|I Pabese|||E tradhetuar nga bashkeshorti, jeta e saj "shembet" kur zbulon se prej 2 vitesh ka jetuar ne nje rrjet genjeshtrash dhe mashtrimesh! Drama e nje gruaje qe refuzon te jete viktime e jetes se saj! Seriali dramatik qe "tronditi" matjet e shikueshmerise duke e bere ate serialin me te ndjekur te vitit qe nga episodi i pare! Rikthimi i bujshem ne ekran i aktores me te famshme jo ne vetem ne Turqi, Cansu Dere. I pershtatur nga seriali HIT britanik i BBC "Dr.Foster".||||||||||||||||||||||||||||||||||||||
3081-20220910190000|Klanifornia|||Spektakel humori kabare nga Turjan Hysko nën drejtimin e Marina Vjollca. Me aktorët më të mirë dhe më të dashur në produksionin më të madh të humorit! Humor, personazhe të papërsëritshëm, batuta, situata komike, muzikë, të qeshura pa fund.||||||||||||||||||||||||||||||||||||||
3081-20220910210000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220910213000|Velvet|||Nje perandori e ndertuar me mendafsh, sensualitet dhe joshje. Ne fundin e viteve 1950 ne Madrid, ne epoken e arte te "Haute couture", ekziston nje perendori veshjesh, ku cdokush duhet te beje blerje ne te, te pakten nje here ne jete, ne Galerine "Velvet". Nje pallat art-deco, nje vend magjik mbushur me luks dhe glamur te shndritshem. Teksa admiroje vitrinat e saj prej xhami, ose deshiren per ta vizituar nga brenda, qe te blije nje pjese te endrres, madrilenet nuk e dinin qe brenda ne "Velvet" po||||||||||||||||||||||||||||||||||||||
3081-20220910231500|I Pabese|||E tradhetuar nga bashkeshorti, jeta e saj "shembet" kur zbulon se prej 2 vitesh ka jetuar ne nje rrjet genjeshtrash dhe mashtrimesh! Drama e nje gruaje qe refuzon te jete viktime e jetes se saj! Seriali dramatik qe "tronditi" matjet e shikueshmerise duke e bere ate serialin me te ndjekur te vitit qe nga episodi i pare! Rikthimi i bujshem ne ekran i aktores me te famshme jo ne vetem ne Turqi, Cansu Dere. I pershtatur nga seriali HIT britanik i BBC "Dr.Foster".||||||||||||||||||||||||||||||||||||||
3081-20220911000000|Pendimi|||Jeta e Zejnep shkaterrohet kur vajza e saj Elif rrembehet... Se bashku me dedektivin Sinan ajo nis nje kalvar te gjate perpjekjesh per gjetjen e vajzes se humbur. Teksa martesa e saj u shkaterrua, per 5 vite me rradhe, lotet e nje nene dhe shpresa per te gjetur vajzen e saj, nuk shterruan kurre...||||||||||||||||||||||||||||||||||||||
3081-20220911004500|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220911013000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220911021500|Doktori i mrekullive|||I tallur, i abuzuar dhe i perbuzur, sepse eshte autik. Nuk arrin dot te komunikoje me te tjeret, por eshte nje doktor gjeni.  Aliu, doktori i mrekullive arrin te gjeje dashurine dhe familjen qe gjithmone i ka munguar, ne spitalin me doktoret me te mi||||||||||||||||||||||||||||||||||||||
3081-20220911033000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220911060000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220911090000|Jo vetem mode|||Gjithçka përtej modës nga Orinda Huta. Nje zbulim i vazhdueshëm i gjithçkaje të bukur që na rrethon. Një takim me artizanë, artistë, arkitektë, historianë, politikanë, sportistë, stilistë vjen plot hijeshi nëpërmjet objektivit të "Jo vetëm modë". Kushdo që ka diçka për të thënë, mund të jetë pjesë e këtij programi, mjafton të frymëzojë me historinë e tij për një jetë më të bukur e me stil. ||||||||||||||||||||||||||||||||||||||
3081-20220911100000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220911102000|Histori shqiptare.|||Reportazh nga Alma Cupi. Histori per njerezit qe punojne, kontribuojne per komunitetin, ngrene biznese, ruajne, traditen, kulturen si dhe ndihmojne ne zhvillimin e turizmit. Historite vine nepermjet xhirimeve ne terren, duke treguar ne detaje gjithe.... ||||||||||||||||||||||||||||||||||||||
3081-20220911112000|E diela shqiptare|||Programi i te dieles tuaj nga Ardit Gjebrea, me dashuri dhe surpriza, me emocione gezimi, por edhe trishtimi. Fati, dikujt i ndryshon edhe jeten. argetim dhe spektakel! Mosmarreveshje qe gjejne zgjidhje. kujdesi per veten. dhe te panjohur qe te mberthejne pas ekranit.||||||||||||||||||||||||||||||||||||||
3081-20220911133000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220911140500|E diela shqiptare|||Programi i te dieles tuaj nga Ardit Gjebrea, me dashuri dhe surpriza, me emocione gezimi, por edhe trishtimi. Fati, dikujt i ndryshon edhe jeten. argetim dhe spektakel! Mosmarreveshje qe gjejne zgjidhje. kujdesi per veten. dhe te panjohur qe te mberthejne pas ekranit.||||||||||||||||||||||||||||||||||||||
3081-20220911173000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220911181000|I Pabese|||E tradhetuar nga bashkeshorti, jeta e saj "shembet" kur zbulon se prej 2 vitesh ka jetuar ne nje rrjet genjeshtrash dhe mashtrimesh! Drama e nje gruaje qe refuzon te jete viktime e jetes se saj! Seriali dramatik qe "tronditi" matjet e shikueshmerise duke e bere ate serialin me te ndjekur te vitit qe nga episodi i pare! Rikthimi i bujshem ne ekran i aktores me te famshme jo ne vetem ne Turqi, Cansu Dere. I pershtatur nga seriali HIT britanik i BBC "Dr.Foster".||||||||||||||||||||||||||||||||||||||
3081-20220911210000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220911213000|Histori shqiptare.|||Reportazh nga Alma Cupi. Histori per njerezit qe punojne, kontribuojne per komunitetin, ngrene biznese, ruajne, traditen, kulturen si dhe ndihmojne ne zhvillimin e turizmit. Historite vine nepermjet xhirimeve ne terren, duke treguar ne detaje gjithe.... ||||||||||||||||||||||||||||||||||||||
3081-20220911222000|Velvet|||Nje perandori e ndertuar me mendafsh, sensualitet dhe joshje. Ne fundin e viteve 1950 ne Madrid, ne epoken e arte te "Haute couture", ekziston nje perendori veshjesh, ku cdokush duhet te beje blerje ne te, te pakten nje here ne jete, ne Galerine "Velvet". Nje pallat art-deco, nje vend magjik mbushur me luks dhe glamur te shndritshem. Teksa admiroje vitrinat e saj prej xhami, ose deshiren per ta vizituar nga brenda, qe te blije nje pjese te endrres, madrilenet nuk e dinin qe brenda ne "Velvet" po||||||||||||||||||||||||||||||||||||||
3081-20220912000000|I Pabese|||E tradhetuar nga bashkeshorti, jeta e saj "shembet" kur zbulon se prej 2 vitesh ka jetuar ne nje rrjet genjeshtrash dhe mashtrimesh! Drama e nje gruaje qe refuzon te jete viktime e jetes se saj! Seriali dramatik qe "tronditi" matjet e shikueshmerise duke e bere ate serialin me te ndjekur te vitit qe nga episodi i pare! Rikthimi i bujshem ne ekran i aktores me te famshme jo ne vetem ne Turqi, Cansu Dere. I pershtatur nga seriali HIT britanik i BBC "Dr.Foster".||||||||||||||||||||||||||||||||||||||
3081-20220912050000|Aldo Morning Show|||Dielli lind ndryshe në TVKLAN, në 7 pa 1 minutë! Të lodhur apo të palodhur nga gjumi i natës, nga e djeshmja me halle e strese, Aldo ju fton të zgjohemi me buzeqeshje, me qeshje, me nënqeshje, dhe më kryesorja. me një adrenaline të paparë për ta nisu||||||||||||||||||||||||||||||||||||||
3081-20220912080000|Shije Shtepie|||Emision edukues - informues - argëtues me zn.Tefta e Katerina Trungu. Çdo ditë me recetat e thjeshta dhe mbi të gjitha ekonomike të Zj.Vjollca duke edukuar amvisat si të ushqehemi shëndetshëm. Rubrika te ndryshme me te ftuar speciale me këshilla te thjeshta praktike, të kuptueshme nga te gjithë, për cdo aspekt të të përditshmes. ||||||||||||||||||||||||||||||||||||||
3081-20220912100000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220912103000|Doktori i mrekullive|||I tallur, i abuzuar dhe i perbuzur, sepse eshte autik. Nuk arrin dot te komunikoje me te tjeret, por eshte nje doktor gjeni.  Aliu, doktori i mrekullive arrin te gjeje dashurine dhe familjen qe gjithmone i ka munguar, ne spitalin me doktoret me te mi||||||||||||||||||||||||||||||||||||||
3081-20220912112000|Premtimi|||Rejhan dhe Emir nuk mund te ishin me te ndryshem, por jeta e tyre nderthuret nga nje premtim, qe i bashkon ata ne menyren me te papritur... Nje bisnesmen i suksesshem, ne prag te vdekjes, detyron djalin e tij trashegimtar, te martohet me nje vajze engjellore nga fshati, Rejhan. Emir eshte beqari "rebel" i familjes, i betuar qe nuk do te martohet kurre. Tortura e Rejhan nis sa ve kemben ne ate shtepi nga vjehrra dhe bashkeshorti i saj. Cfare do te ndodhe me kete martese te diktuar? A do te arrije||||||||||||||||||||||||||||||||||||||
3081-20220912123000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220912133000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220912140500|Pendimi|||Jeta e Zejnep shkaterrohet kur vajza e saj Elif rrembehet... Se bashku me dedektivin Sinan ajo nis nje kalvar te gjate perpjekjesh per gjetjen e vajzes se humbur. Teksa martesa e saj u shkaterrua, per 5 vite me rradhe, lotet e nje nene dhe shpresa per te gjetur vajzen e saj, nuk shterruan kurre...||||||||||||||||||||||||||||||||||||||
3081-20220912150000|Rudina |||Një e show argëtues dhe informativ nga Rudina Magjistari, që e shoqeron çdo pasdite familjet shqiptare me të e ftuar të e shumtë e VIP, por dhe njerez të e thjeshte me historitë e e tyre personale.||||||||||||||||||||||||||||||||||||||
3081-20220912162000|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220912173000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220912180000|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220912190000|Osmani|||Seriali turk me i kushtueshem i te gjitha koherave me veshje dhe skenografi mbreselenese. Me aktorin me te famshem dhe me te paguar Burak Ozcivit. Shifra rekord shikueshmerie ne cdo episod te tij si seriali me e ndjekur ne Turqi. ||||||||||||||||||||||||||||||||||||||
3081-20220912200000|Opinion|||Emisioni politik më i ndjekur dhe më i preferuar në ekranet shqiptare nga Blendi Fevziu. Arena e politikës shqiptare që prej 31 gushtit 1997. Komente, analiza, debate, personazhe, dëshmi dhe fakte konkrete. Ngjarjet më të fundit dhe më të rëndësishme...||||||||||||||||||||||||||||||||||||||
3081-20220912213500|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220912215500|Velvet|||Nje perandori e ndertuar me mendafsh, sensualitet dhe joshje. Ne fundin e viteve 1950 ne Madrid, ne epoken e arte te "Haute couture", ekziston nje perendori veshjesh, ku cdokush duhet te beje blerje ne te, te pakten nje here ne jete, ne Galerine "Velvet". Nje pallat art-deco, nje vend magjik mbushur me luks dhe glamur te shndritshem. Teksa admiroje vitrinat e saj prej xhami, ose deshiren per ta vizituar nga brenda, qe te blije nje pjese te endrres, madrilenet nuk e dinin qe brenda ne "Velvet" po||||||||||||||||||||||||||||||||||||||
3081-20220912230000|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220912234500|Osmani|||Seriali turk me i kushtueshem i te gjitha koherave me veshje dhe skenografi mbreselenese. Me aktorin me te famshem dhe me te paguar Burak Ozcivit. Shifra rekord shikueshmerie ne cdo episod te tij si seriali me e ndjekur ne Turqi. ||||||||||||||||||||||||||||||||||||||
3081-20220913003000|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220913011500|Opinion|||Emisioni politik më i ndjekur dhe më i preferuar në ekranet shqiptare nga Blendi Fevziu. Arena e politikës shqiptare që prej 31 gushtit 1997. Komente, analiza, debate, personazhe, dëshmi dhe fakte konkrete. Ngjarjet më të fundit dhe më të rëndësishme...||||||||||||||||||||||||||||||||||||||
3081-20220913030000|Rudina |||Një e show argëtues dhe informativ nga Rudina Magjistari, që e shoqeron çdo pasdite familjet shqiptare me të e ftuar të e shumtë e VIP, por dhe njerez të e thjeshte me historitë e e tyre personale.||||||||||||||||||||||||||||||||||||||
3081-20220913041000|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220913050000|Aldo Morning Show|||Dielli lind ndryshe në TVKLAN, në 7 pa 1 minutë! Të lodhur apo të palodhur nga gjumi i natës, nga e djeshmja me halle e strese, Aldo ju fton të zgjohemi me buzeqeshje, me qeshje, me nënqeshje, dhe më kryesorja. me një adrenaline të paparë për ta nisu||||||||||||||||||||||||||||||||||||||
3081-20220913080000|Shije Shtepie|||Emision edukues - informues - argëtues me zn.Tefta e Katerina Trungu. Çdo ditë me recetat e thjeshta dhe mbi të gjitha ekonomike të Zj.Vjollca duke edukuar amvisat si të ushqehemi shëndetshëm. Rubrika te ndryshme me te ftuar speciale me këshilla te thjeshta praktike, të kuptueshme nga te gjithë, për cdo aspekt të të përditshmes. ||||||||||||||||||||||||||||||||||||||
3081-20220913100000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220913103000|Doktori i mrekullive|||I tallur, i abuzuar dhe i perbuzur, sepse eshte autik. Nuk arrin dot te komunikoje me te tjeret, por eshte nje doktor gjeni.  Aliu, doktori i mrekullive arrin te gjeje dashurine dhe familjen qe gjithmone i ka munguar, ne spitalin me doktoret me te mi||||||||||||||||||||||||||||||||||||||
3081-20220913112000|Premtimi|||Rejhan dhe Emir nuk mund te ishin me te ndryshem, por jeta e tyre nderthuret nga nje premtim, qe i bashkon ata ne menyren me te papritur... Nje bisnesmen i suksesshem, ne prag te vdekjes, detyron djalin e tij trashegimtar, te martohet me nje vajze engjellore nga fshati, Rejhan. Emir eshte beqari "rebel" i familjes, i betuar qe nuk do te martohet kurre. Tortura e Rejhan nis sa ve kemben ne ate shtepi nga vjehrra dhe bashkeshorti i saj. Cfare do te ndodhe me kete martese te diktuar? A do te arrije||||||||||||||||||||||||||||||||||||||
3081-20220913123000|Amaneti|||Seher duhet te coje deri ne fund amanetin e motres se saj dhe te kujdeset per nipin, Jusufin e vogel. Te dy bashke e gjene veten te zene "peng" brenda viles luksoze ku mungon dashuria dhe lumturia. I zoti i shtepise, Jamani, nje biznesmen i fuqishem,||||||||||||||||||||||||||||||||||||||
3081-20220913133000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220913140500|Pendimi|||Jeta e Zejnep shkaterrohet kur vajza e saj Elif rrembehet... Se bashku me dedektivin Sinan ajo nis nje kalvar te gjate perpjekjesh per gjetjen e vajzes se humbur. Teksa martesa e saj u shkaterrua, per 5 vite me rradhe, lotet e nje nene dhe shpresa per te gjetur vajzen e saj, nuk shterruan kurre...||||||||||||||||||||||||||||||||||||||
3081-20220913150000|Rudina |||Një e show argëtues dhe informativ nga Rudina Magjistari, që e shoqeron çdo pasdite familjet shqiptare me të e ftuar të e shumtë e VIP, por dhe njerez të e thjeshte me historitë e e tyre personale.||||||||||||||||||||||||||||||||||||||
3081-20220913162000|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220913173000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220913180500|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220913190000|Osmani|||Seriali turk me i kushtueshem i te gjitha koherave me veshje dhe skenografi mbreselenese. Me aktorin me te famshem dhe me te paguar Burak Ozcivit. Shifra rekord shikueshmerie ne cdo episod te tij si seriali me e ndjekur ne Turqi. ||||||||||||||||||||||||||||||||||||||
3081-20220913200000|Opinion|||Emisioni politik më i ndjekur dhe më i preferuar në ekranet shqiptare nga Blendi Fevziu. Arena e politikës shqiptare që prej 31 gushtit 1997. Komente, analiza, debate, personazhe, dëshmi dhe fakte konkrete. Ngjarjet më të fundit dhe më të rëndësishme...||||||||||||||||||||||||||||||||||||||
3081-20220913213500|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220913215500|Velvet|||Nje perandori e ndertuar me mendafsh, sensualitet dhe joshje. Ne fundin e viteve 1950 ne Madrid, ne epoken e arte te "Haute couture", ekziston nje perendori veshjesh, ku cdokush duhet te beje blerje ne te, te pakten nje here ne jete, ne Galerine "Velvet". Nje pallat art-deco, nje vend magjik mbushur me luks dhe glamur te shndritshem. Teksa admiroje vitrinat e saj prej xhami, ose deshiren per ta vizituar nga brenda, qe te blije nje pjese te endrres, madrilenet nuk e dinin qe brenda ne "Velvet" po||||||||||||||||||||||||||||||||||||||
3081-20220913230000|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220913234500|Osmani|||Seriali turk me i kushtueshem i te gjitha koherave me veshje dhe skenografi mbreselenese. Me aktorin me te famshem dhe me te paguar Burak Ozcivit. Shifra rekord shikueshmerie ne cdo episod te tij si seriali me e ndjekur ne Turqi. ||||||||||||||||||||||||||||||||||||||
3081-20220914003000|Loja e fatit tim|||Nje baba qe heq dore nga pergjegjesite e familjes duke lene ne meshire te fatit familjen e tij. Nje krim per vetembrojtje ndryshon jeten e te gjitheve. Drama e nje nene per te rindertuar familjen e saj te shkaterruar nga dhuna, braktisja dhe trazirat emocionale. Per ironi te fatit, Asje arrin te "strehohet" se bashku me dy femijet e saj tek vila e Mahirit, "shpetimtari" i saj, por brenda asaj vile ajo do te perballet edhe me ish-bashkeshortin e saj Xhemal, i cili e braktisi ate vite me pare... P||||||||||||||||||||||||||||||||||||||
3081-20220914011500|Opinion|||Emisioni politik me i ndjekur dhe me i preferuar ne ekranet shqiptare nga Blendi Fevziu. Arena e politikes shqiptare qe prej 31 gushtit 1997. Komente, analiza, debate, personazhe, deshmi dhe fakte konkrete. Ngjarjet me te fundit dhe me te rendesishme...||||||||||||||||||||||||||||||||||||||
3081-20220914030000|Rudina |||Një e show argëtues dhe informativ nga Rudina Magjistari, që e shoqeron çdo pasdite familjet shqiptare me të e ftuar të e shumtë e VIP, por dhe njerez të e thjeshte me historitë e e tyre personale.||||||||||||||||||||||||||||||||||||||
3081-20220914041000|STOP|||Aktualiteti shqiptar "alla Stop", problematika e njerëzve të thjeshtë, që pasi kanë trokitur në të gjitha dyert, gjejnë zgjidhje vetëm në "Stop" , video-kamera të fshehta, që denoncojnë e demaskojnë korrupsionin, dhunën apo abuzimin seksual. Akte humanizmi për më të pamundurit e fatkeqët, të cilëve u ndryshon jeta. Nje emision i gjithi vetëm për njerëzit e zakonshëm dhe me njerëzit në qendër.||||||||||||||||||||||||||||||||||||||
3081-20220914050000|Aldo Morning Show|||Dielli lind ndryshe në TVKLAN, në 7 pa 1 minutë! Të lodhur apo të palodhur nga gjumi i natës, nga e djeshmja me halle e strese, Aldo ju fton të zgjohemi me buzeqeshje, me qeshje, me nënqeshje, dhe më kryesorja. me një adrenaline të paparë për ta nisu||||||||||||||||||||||||||||||||||||||
3081-20220914080000|Shije Shtepie|||Emision edukues - informues - argëtues me zn.Tefta e Katerina Trungu. Çdo ditë me recetat e thjeshta dhe mbi të gjitha ekonomike të Zj.Vjollca duke edukuar amvisat si të ushqehemi shëndetshëm. Rubrika te ndryshme me te ftuar speciale me këshilla te thjeshta praktike, të kuptueshme nga te gjithë, për cdo aspekt të të përditshmes. ||||||||||||||||||||||||||||||||||||||
3081-20220914100000|Lajme|||Lajme nga vendi dhe bota||||||||||||||||||||||||||||||||||||||
3081-20220914103000|doktori i|||Rejhan dhe Emir nuk mund te ishin me te ndryshem, por jeta e tyre nderthuret nga nje premtim, qe i bashkon ata ne menyren me te papritur... Nje bisnesmen i suksesshem, ne prag te vdekjes, detyron djalin e tij trashegimtar, te martohet me nje vajze engjellore nga fshati, Rejhan. Emir eshte beqari "rebel" i familjes, i betuar qe nuk do te martohet kurre. Tortura e Rejhan nis sa ve kemben ne ate shtepi nga vjehrra dhe bashkeshorti i saj. Cfare do te ndodhe me kete martese te diktuar? A do te arrije||||||||||||||||||||||||||||||||||||||
3081-20220914112000|Premtimi|||Rejhan dhe Emir nuk mund te ishin me te ndryshem, por jeta e tyre nderthuret nga nje premtim, qe i bashkon ata ne menyren me te papritur... Nje bisnesmen i suksesshem, ne prag te vdekjes, detyron djalin e tij trashegimtar, te martohet me nje vajze engjellore nga fshati, Rejhan. Emir eshte beqari "rebel" i familjes, i betuar qe nuk do te martohet kurre. Tortura e Rejhan nis sa ve kemben ne ate shtepi nga vjehrra dhe bashkeshorti i saj. Cfare do te ndodhe me kete martese te diktuar? A do te arrije||||||||||||||||||||||||||||||||||||||
